Year model,Car Spec,Kilometres,Seller type,Price,Transmission,Body type,Drive type,Engine,Fuel type,Fuel consumption,Colour ext / int,Registration,Rego expiry,VIN,Stock No,ANCAP Safety rating,Green overall rating,Dealer,Address,Seating capacity,Doors,Front tyre size,Front rim size,Rear tyre size,Rear rim size,Injection / Carburation,CC,Number of cylinders,Front suspension,Rear suspension,Front brakes,Rear brakes,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),CO2 level (g/km),Green house rating,Overall HxWxL,Ground clearance unladen,Wheelbase,Kerb weight,Turning circle,Rear track,Front track,Gross trailer weight braked,Make,Model,Variant,Series,Warranty when new (months),Warranty when new (kms),Service interval (months),Service interval (kms),Country of origin,Vehicle segment
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,"34,875km",Dealer: Used,"$22,750",Auto D/SH T/Tron Spt,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"3 cyl, 1 L",Premium Unleaded Petrol,5.00 L / 100 km,White / -,1HWW381,04 Aug 2023,WVWZZZAWZMU083280,7220,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,5,185/65 R15,5.5Jx15,185/65 R15,5.5Jx15,,999,3,Coil Spring;Independent;MacPherson Strut,Coil Spring;Torsion Bar;Trailing Arm,Disc - Ventilated,Drum,40.00,12,175 @ 2000 RPM,70 @ 5000 RPM,113.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1446mm x 1751mm x 4053mm,147 mm,2548 mm,1104 kg,10.60 m,1501 mm,1521 mm,-,Volkswagen,Polo,70TSI Trendline,AW MY21,60,"999,000",12,"15,000",,
2022,2022 Ford Ranger XL 2.0 (4X4) PY MY22,"9,368km",Dealer: Used,"$52,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2 L",Diesel,7.60 L / 100 km,White / -,1HSA632,02 Oct 2023,MPBCMFF60NX410854,U203939,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Lynford used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,255/70 R16,7Jx16,255/70 R16,7Jx16,,1996,4,Not Sufficient Data,Not Sufficient Data,Disc,Drum,80.00,16,500 @ 1750 RPM,154 @ 3750 RPM,201.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1884mm x 1918mm x 5370mm,234 mm,3270 mm,2227 kg,0.00 m,1620 mm,1620 mm,-,Ford,Ranger,XL 2.0 (4X4),PY MY22,60,"999,000",12,"15,000",,
2009,2009 Dodge Nitro SX KA MY08,"118,987km",Dealer: Used,"$10,990",Automatic,"SUV, 4 Doors, 5 Seats",4x4,"6 cyl, 3.7 L",Unleaded Petrol,12.10 L / 100 km,Burgundy / -,1HUH804,15 Jul 2023,1D8G928K89W555960,779,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,MT Lawley Motors P/L,"391 Guildford Road, Bayswater, WA",5,4,245/20 R20,7.5x20,245/20 R20,7.5x20,,3700,6,Coil Spring;Hydraulic Double Acting Shock Absorber,5 Links;Coil Spring;Hydraulic Double Acting Shock Absorber,Disc - Ventilated,Disc,73.00,12,314 @ 4000 RPM,151 @ 5200 RPM,288.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1755mm x 1856mm x 4584mm,210 mm,2763 mm,1875 kg,11.10 m,1549 mm,1549 mm,-,Dodge,Nitro,SX,KA MY08,36,"100,000",6,"12,000",,
2010,2010 Hyundai I45 Active YF,"202,258km",Dealer: Used,"$9,999",Automatic,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,7.90 L / 100 km,Grey / -,1HFN425,29 May 2023,KMHEC41DMCA303871,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,The Car Guys,"1143 Albany Highway, Bentley, WA",5,4,205/65 R16,6.5x16,205/65 R16,6.5x16,,2359,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,70.00,16,250 @ 4250 RPM,148 @ 6300 RPM,188.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1470mm x 1835mm x 4820mm,140 mm,2795 mm,1529 kg,10.90 m,1591 mm,1591 mm,-,Hyundai,I45,Active,YF,60,"999,000",12,"15,000",,
2021,2021 Toyota Landcruiser Prado GXL Flat Tailgate GDJ150R,"21,619km",Dealer: Used,"$79,990",Automatic,"SUV, 4 Doors, 7 Seats",4x4,"4 cyl, 2.8 L",Diesel,7.90 L / 100 km,Grey / -,S140CLH,-,JTEBR3FJ70K207873,U000807,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Big Rock Toyota used,"445 Wanneroo Road, Balcatta, WA",7,4,265/65 R17,7.5Jx17,265/65 R17,7.5Jx17,,2755,4,Double Wishbone;Torsion Bar,4 Links;Coil Spring;Torsion Bar,Disc - Ventilated,Disc - Ventilated,87.00,16,500 @ 1600 RPM,150 @ 3400 RPM,209.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1890mm x 1885mm x 4825mm,219 mm,2790 mm,2265 kg,11.60 m,1585 mm,1585 mm,-,Toyota,Landcruiser Prado,GXL Flat Tailgate,GDJ150R,60,"999,000",6,"10,000",,
2021,2021 Toyota Camry Ascent ASV70R,"13,820km",Dealer: Used,"$32,999",Automatic,"SEDAN, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2.5 L",Unleaded Petrol,7.80 L / 100 km,White / -,1HUQ514,23 Jul 2023,JTNBF3HKX03064278,407021,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,215/55 R17,7.5x17,215/55 R17,7.5x17,,2494,4,MacPherson Strut,Damper;Independent,Disc - Ventilated,Disc,60.00,16,231 @ 4100 RPM,133 @ 6000 RPM,181.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1445mm x 1840mm x 4885mm,145 mm,2825 mm,1490 kg,12.20 m,1600 mm,1590 mm,-,Toyota,Camry,Ascent,ASV70R,60,"999,000",12,"15,000",,
2019,2019 Hyundai I30 Active PD2 MY20,"60,970km",Dealer: Used,"$23,999",Automatic,"HATCH, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.40 L / 100 km,Red / -,1GTO611,31 Aug 2023,KMHH351EMKU105916,416406,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,205/55 R16,6.5x16,205/55 R16,6.5x16,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,203 @ 4700 RPM,120 @ 6200 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1455mm x 1795mm x 4340mm,140 mm,2650 mm,1276 kg,10.60 m,1568 mm,1559 mm,-,Hyundai,I30,Active,PD2 MY20,60,"999,000",12,"15,000",,
2019,2019 Hyundai I30 Active PD2 MY20,"79,135km",Dealer: Used,"$21,998",Automatic,"HATCH, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.40 L / 100 km,White / -,1GYL913,-,KMHH351EMLU130079,P6315,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,205/55 R16,6.5x16,205/55 R16,6.5x16,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,203 @ 4700 RPM,120 @ 6200 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1455mm x 1795mm x 4340mm,140 mm,2650 mm,1276 kg,10.60 m,1568 mm,1559 mm,-,Hyundai,I30,Active,PD2 MY20,60,"999,000",12,"15,000",,
2022,2022 Suzuki Baleno GL Series II,"24,540km",Dealer: Used,"$22,998",Automatic,"HATCH, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.4 L",Unleaded Petrol,5.40 L / 100 km,White / -,1HOV683,-,MBHEWB52S00845869,P6344,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,175/65 R15,5x15,175/65 R15,5x15,,1373,4,Coil Spring;MacPherson Strut,Coil Spring;Torsion Beam,Disc - Ventilated,Drum,37.00,16,130 @ 4000 RPM,68 @ 6000 RPM,126.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1470mm x 1745mm x 3995mm,120 mm,2520 mm,915 kg,9.80 m,1530 mm,1530 mm,-,Suzuki,Baleno,GL,Series II,60,"999,000",12,"15,000",,
2010,2010 Audi A3 1.6 Attraction 8P,"102,134km",Dealer: Used,"$12,990",Manual,"Convertible, 2 Doors, 4 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Premium Unleaded Petrol,7.00 L / 100 km,White / -,1HXD606,-,TRUZZZ8P7B1010014,1040,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Motoroo,"1787 Albany Highway, Kenwick, WA",4,2,205/55 R16,6.5x16,205/55 R16,6.5x16,,1595,4,4 Links;Anti Roll Bar;Coil Spring;Gas Damper,Anti Roll Bar;Coil Spring;Gas Damper;Trapezoidal Link,Disc - Ventilated,Disc,55.00,8,148 @ 3800 RPM,75 @ 5600 RPM,167.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1369mm x 1765mm x 4283mm,120 mm,2578 mm,1330 kg,11.00 m,1527 mm,1535 mm,-,Audi,A3,1.6 Attraction,8P,36,"999,000",12,"15,000",,
2019,2019 Hyundai I30 Active PD2 MY20,"75,958km",Dealer: Used,"$22,998",Automatic,"HATCH, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.40 L / 100 km,Silver / -,1GXG524,-,KMHH351EMLU121603,P6319,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Gardner Passenger,"1324 Albany Highway, Cannington, WA",5,4,205/55 R16,6.5x16,205/55 R16,6.5x16,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,203 @ 4700 RPM,120 @ 6200 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1455mm x 1795mm x 4340mm,140 mm,2650 mm,1276 kg,10.60 m,1568 mm,1559 mm,-,Hyundai,I30,Active,PD2 MY20,60,"999,000",12,"15,000",,
2022,2022 Nissan Navara,"2,121km",Dealer: Demo,"$69,750",-,-,-,-,Diesel,-,White / -,1HUF580,30 Jan 2023,MNTCBND23A0023904,2725294,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Osborne Park Nissan,"460 Scarborough Beach Road, Osborne Park, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Nissan,Navara,,,,,,,,
2011,2011 Hyundai IX35 Active (fwd) LM MY11,"131,922km",Dealer: Used,"$13,990",Automatic,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,8.50 L / 100 km,Silver / -,1DLI111,04 Oct 2023,KMHJT81BMAU147797,8117,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,BUCKINGHAM DRIVE AUTOS,"24 Buckingham Drive, Wangara, WA",5,4,225/60 R17,6.5x17,225/60 R17,6.5x17,,1998,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc,55.00,16,197 @ 4600 RPM,122 @ 6200 RPM,203.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1655mm x 1820mm x 4410mm,170 mm,2640 mm,1485 kg,10.60 m,1586 mm,1585 mm,-,Hyundai,IX35,Active (fwd),LM MY11,60,"999,000",12,"15,000",,
2013,2013 Audi Q3 8U TFSI Wagon 5dr S-Tronic 7sp Quattro 2.0T (125kW),"76,406km",Dealer: Used,"$22,900",Sports Automatic Dual Clutch,-,-,-,Unleaded Petrol,-,Grey / -,1EHS0070,-,WAUZZZ8U2ER023983,304,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Carhub Automotive,"107 Guildford Road, Maylands, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Audi,Q3,8U TFSI Wagon 5dr S-Tronic 7sp Quattro 2.0T (125kW),,,,,,,
2022,2022 Toyota Landcruiser Prado GX GDJ150R,"10,665km",Dealer: Used,"$81,988",Automatic,"SUV, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,7.90 L / 100 km,White / -,1HLC743,20 Jun 2023,JTEBR3FJ10K241467,187339,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,265/65 R17,7.5Jx17,265/65 R17,7.5Jx17,,2755,4,Double Wishbone;Torsion Bar,4 Links;Coil Spring;Torsion Bar,Disc - Ventilated,Disc - Ventilated,150.00,16,500 @ 1600 RPM,150 @ 3400 RPM,209.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1845mm x 1885mm x 4995mm,219 mm,2790 mm,2240 kg,11.60 m,1585 mm,1585 mm,-,Toyota,Landcruiser Prado,GX,GDJ150R,60,"999,000",6,"10,000",,
2006,2006 Volkswagen Passat 2006 VOLKSWAGEN PASSAT 2.0T FSI 3C 4D SEDAN 2.0L TURBO 4 6 S,"215,684km",Dealer: Used,"$8,980",Sports Automatic,-,-,-,,-,Black / -,1CJM177,-,WVWZZZ3CZ7P043339,3582,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,3MT True Value Auto,"667 Albany Highway, Victoria Park, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Volkswagen,Passat,2006 VOLKSWAGEN PASSAT 2.0T FSI 3C 4D SEDAN 2.0L TURBO 4 6 S,,,,,,,
2012,2012 Toyota Yaris YR NCP130R,"105,217km",Dealer: Used,"$10,990",Manual,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.3 L",Unleaded Petrol,5.70 L / 100 km,White / Black,1DYD651,28 Jun 2023,JTDKW3D390D515942,00002997,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Prindiville Car Sales,"1/38 Prindiville Drive, Wangara, WA",5,5,175/70 R14,5x14,175/70 R14,5x14,,1299,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Torsion Bar,Disc - Ventilated,Drum,42.00,16,121 @ 4400 RPM,63 @ 6000 RPM,134.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1510mm x 1695mm x 3885mm,140 mm,2510 mm,1035 kg,9.40 m,1470 mm,1485 mm,-,Toyota,Yaris,YR,NCP130R,36,"100,000",6,"10,000",,
2018,2018 Toyota Kluger GX AWD,"188,366km",Dealer: Used,"$29,500",Sports Automatic,-,FOUR_BY_FOUR,-,Unleaded Petrol,-,White / Black,1GPA999,12 Jun 2023,5TDBZ3FH80S918797,7144,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Toyota,Kluger,GX AWD,,,,,,,
2016,2016 Holden Cruze JH Series II Equipe Hatchback 5dr Spts Auto 6sp 1.8i [MY16],"121,259km",Dealer: Used,"$13,990",Sports Automatic,-,-,-,,-,Black / -,1GDD536,-,6G1PD6EM2GL235974,3636,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Madman motors,"14 Buckingham Drive, Wangara, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Holden,Cruze,JH Series II Equipe Hatchback 5dr Spts Auto 6sp 1.8i [MY16],,,,,,,
2021,2021 Toyota Yaris SX Mxpa10R,"25,739km",Dealer: Used,"$28,999",Continuous Variable,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"3 cyl, 1.5 L",Unleaded Petrol,4.90 L / 100 km,Red / -,1HXC428,01 Sep 2023,JTDKAAA3501002888,417031,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,5,185/60 R15 8,6Jx15,185/60 R15 8,6Jx15,,1490,3,MacPherson Strut;Torsion Bar,Torsion Bar;Torsion Beam,Disc - Ventilated,Drum,40.00,16,145 @ 3800 RPM,88 @ 6600 RPM,114.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1505mm x 1695mm x 3940mm,150 mm,2550 mm,1025 kg,10.20 m,1475 mm,1480 mm,-,Toyota,Yaris,SX,Mxpa10R,60,"999,000",6,"10,000",,
2021,2021 Toyota Yaris SX Mxpa10R,"25,739km",Dealer: Used,"$28,999",Continuous Variable,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"3 cyl, 1.5 L",Unleaded Petrol,4.90 L / 100 km,Red / -,1HXC428,01 Sep 2023,JTDKAAA3501002888,417031,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,5,185/60 R15 8,6Jx15,185/60 R15 8,6Jx15,,1490,3,MacPherson Strut;Torsion Bar,Torsion Bar;Torsion Beam,Disc - Ventilated,Drum,40.00,16,145 @ 3800 RPM,88 @ 6600 RPM,114.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1505mm x 1695mm x 3940mm,150 mm,2550 mm,1025 kg,10.20 m,1475 mm,1480 mm,-,Toyota,Yaris,SX,Mxpa10R,60,"999,000",6,"10,000",,
2016,2016 Mitsubishi Outlander ZK LS Wagon 7st 5dr CVT 6sp 2WD 2.0i [MY17],"220,012km",Dealer: Used,"$17,990",Constant Variable,-,-,-,,-,Red / -,1GOK114,-,JMFXTGF7WGZ006060,3670,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Madman motors,"14 Buckingham Drive, Wangara, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Mitsubishi,Outlander,ZK LS Wagon 7st 5dr CVT 6sp 2WD 2.0i [MY17],,,,,,,
2012,2012 Holden Cruze HOLDEN CRUZE CD JH SERIES II AUTO MY12,"142,475km",Dealer: Used,"$10,980",Automatic,-,-,-,,-,Blue / -,1DZK969,-,6G1PD5E51CL647493,3600,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,3MT True Value Auto,"667 Albany Highway, Victoria Park, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Holden,Cruze,HOLDEN CRUZE CD JH SERIES II AUTO MY12,,,,,,,
2019,2019 Toyota Camry Ascent (hybrid) Axvh71R MY19,"117,694km",Dealer: Used,"$32,888",Continuous Variable,"SEDAN, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2.5 L",Premium Unleaded/Electric,4.20 L / 100 km,Blue / Black Fabric,1HWD683,01 Aug 2023,JTNB23HK403050033,161095,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,City Toyota Perth,"220 Newcastle Street, Northbridge, WA",5,4,215/55 R17,7.5x17,215/55 R17,7.5x17,,2494,4,MacPherson Strut,Damper;Independent,Disc - Ventilated,Disc,50.00,16,231 @ 4100 RPM,133 @ 5700 RPM,96.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1445mm x 1840mm x 4885mm,145 mm,2825 mm,1580 kg,12.20 m,1600 mm,1590 mm,-,Toyota,Camry,Ascent (hybrid),Axvh71R MY19,60,"999,000",12,"15,000",,
2013,2020 Kia Sportage GT-Line (awd) QL MY20,"56,205km",Dealer: Used,"$35,888",Automatic,"SUV, 4 Doors, 5 Seats",All Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,8.50 L / 100 km,White / -,1HAJ916,27 Jul 2023,KNAPR81CSL7818714,A4365,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Osborne Park CJD used,"474 Scarborough Beach Road, Osborne Park, WA",5,4,245/45 R19,7.5x19,245/45 R19,7.5x19,,2359,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,62.00,16,237 @ 4000 RPM,135 @ 6000 RPM,199.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1645mm x 1855mm x 4485mm,172 mm,2670 mm,1642 kg,11.00 m,1650 mm,1609 mm,-,Kia,Sportage,GT-Line (awd),QL MY20,84,"999,000",12,"15,000",,
